Cu,Ni,Al,r,del_r,del_EN,S,VEC,resistivity
0.0,0.96,0.04,1.346,0.0195959179422654,0.0587877538267962,1.3962876442619143,9.72,52.646503
0.0,0.98,0.02,1.348,0.014,0.0419999999999999,0.8150971878076918,9.86,48.04863
0.0,1.0,0.0,1.35,0.0,0.0,-0.0,10.0,44.341072
0.02,0.0,0.98,1.252,0.014,0.0405999999999999,0.8150971878076918,3.16,519.0403
0.02,0.02,0.96,1.254,0.0195959179422654,0.0578166066109037,1.6268006706289295,3.3,526.41833
0.02,0.04,0.94,1.2559999999999998,0.0237486841740758,0.0704638914622233,2.20452670978221,3.44,523.1459
0.02,0.06,0.92,1.2580000000000002,0.027129319932501,0.0807190188245619,2.691708908272897,3.58,497.0049
0.02,0.08,0.9,1.26,0.03,0.089408948098051,3.11877441570615,3.72,480.51724
0.02,0.1,0.88,1.262,0.0324961536185438,0.0969554536887945,3.500130284303043,3.86,465.88528
0.02,0.12,0.86,1.264,0.0346987031457949,0.1036086868944877,3.844225404656561,4.0,441.29047
0.02,0.14,0.84,1.266,0.0366606055596467,0.1095315479667843,4.156610116652528,4.140000000000001,410.49686
0.02,0.16,0.82,1.268,0.0384187454245971,0.1148371020184678,4.441199657410138,4.28,378.20233
0.02,0.18,0.8,1.27,0.04,0.1196075248468924,4.700893717451795,4.42,344.27167
0.02,0.2,0.78,1.2720000000000002,0.0414246303544159,0.1239046407524753,4.937916584280041,4.5600000000000005,311.74606
0.02,0.22,0.76,1.274,0.0427083130081252,0.1277762106184088,5.154019569266032,4.700000000000001,277.58975
0.02,0.24,0.74,1.276,0.0438634243989226,0.1312598948651109,5.350609005372801,4.84,251.3276
0.02,0.26,0.72,1.278,0.0448998886412873,0.1343858623516625,5.528831090953099,4.98,230.54694
0.02,0.28,0.7,1.28,0.0458257569495584,0.1371785697549,5.689630280115564,5.12,208.96739
0.02,0.3,0.68,1.282,0.0466476151587624,0.139658010869409,5.8337907024125135,5.26,188.48293
0.02,0.32,0.66,1.2840000000000005,0.047370877129308,0.1418406147758814,5.961966271803785,5.4,175.02315
0.02,0.34,0.64,1.286,0.048,0.1437399039932891,6.074703005324023,5.540000000000001,164.48042
0.02,0.36,0.62,1.288,0.0485386443980464,0.1453669838718543,6.172455817660577,5.68,154.64214
0.02,0.38,0.6,1.29,0.0489897948556636,0.1467309101723286,6.255601292785992,5.819999999999999,145.71582
0.02,0.4,0.58,1.292,0.0493558507170123,0.1478389664466035,6.324447450504078,5.959999999999999,135.32417
0.02,0.42,0.56,1.294,0.0496386945839634,0.1486968728655716,6.379241210637819,6.1,122.086365
0.02,0.44,0.54,1.2960000000000005,0.0498397431775084,0.1493089414603156,6.420174045813954,6.24,114.13847
0.02,0.46,0.52,1.298,0.0499599839871872,0.1496781881237208,6.447386167064016,6.380000000000001,110.90962
0.02,0.48,0.5,1.3,0.05,0.1498064084076511,6.460969481306342,6.52,107.26017
0.02,0.5,0.48,1.302,0.0499599839871872,0.1496942216653668,6.460969481306342,6.66,104.26285
0.02,0.52,0.46,1.3040000000000005,0.0498397431775084,0.1493410861082775,6.447386167064016,6.8,99.95911
0.02,0.54,0.44,1.306,0.0496386945839634,0.1487452856395791,6.420174045813954,6.94,99.69022
0.02,0.56,0.42,1.3080000000000005,0.0493558507170123,0.1479038877109049,6.379241210637819,7.08,96.64528
0.02,0.58,0.4,1.31,0.0489897948556636,0.1468126697529882,6.324447450504078,7.22,95.45504
0.02,0.6,0.38,1.312,0.0485386443980464,0.1454660097754797,6.255601292785992,7.359999999999999,101.94698
0.02,0.62,0.36,1.314,0.048,0.1438567342879713,6.172455817660577,7.5,107.39089
0.02,0.64,0.34,1.3160000000000005,0.047370877129308,0.1419759134501341,6.074703005324024,7.640000000000001,117.57636
0.02,0.66,0.32,1.318,0.0466476151587624,0.1398125888466413,5.961966271803785,7.78,125.56057
0.02,0.68,0.3,1.3200000000000005,0.0458257569495584,0.1373534127715798,5.8337907024125135,7.92,120.7228
0.02,0.7,0.28,1.322,0.0448998886412873,0.1345821682096108,5.689630280115564,8.06,93.15607
0.02,0.72,0.26,1.324,0.0438634243989226,0.1314791238181939,5.528831090953099,8.2,62.037952
0.02,0.74,0.24,1.326,0.0427083130081252,0.1280201546632403,5.350609005372801,8.34,50.30035
0.02,0.76,0.22,1.3279999999999998,0.0414246303544159,0.1241755209370992,5.154019569266032,8.479999999999999,49.694286
0.02,0.78,0.2,1.33,0.04,0.1199081315007451,4.937916584280041,8.620000000000001,51.22137
0.02,0.8,0.18,1.332,0.0384187454245971,0.1151710032951002,4.700893717451795,8.760000000000002,52.45651
0.02,0.82,0.16,1.334,0.0366606055596467,0.109903412139933,4.441199657410138,8.9,54.145824
0.02,0.84,0.14,1.336,0.0346987031457949,0.1040248047342555,4.156610116652528,9.04,54.78422
0.02,0.86,0.12,1.338,0.0324961536185438,0.0974246375410244,3.844225404656562,9.18,55.014584
0.02,0.88,0.1,1.34,0.03,0.0899442049272769,3.5001302843030424,9.320000000000002,55.517265
0.02,0.9,0.08,1.342,0.027129319932501,0.0813410105666261,3.1187744157061505,9.46,56.99256
0.02,0.92,0.06,1.344,0.0237486841740758,0.0712092690595823,2.691708908272897,9.6,54.42114
0.02,0.94,0.04,1.346,0.0195959179422654,0.058763594171902,2.20452670978221,9.739999999999998,49.67801
0.02,0.96,0.02,1.348,0.014,0.0419947615780825,1.6268006706289295,9.88,44.2784
0.02,0.98,0.0,1.35,2.220446049250313e-16,0.0014,0.8150971878076918,10.02,34.219643
0.04,0.0,0.96,1.254,0.0195959179422654,0.0568281620325696,1.3962876442619143,3.32,531.4027
0.04,0.02,0.94,1.2559999999999998,0.0237486841740758,0.0696723761615749,2.20452670978221,3.46,525.1366
0.04,0.04,0.92,1.2580000000000002,0.027129319932501,0.0800439879066503,2.7787146096180657,3.6000000000000005,491.9834
0.04,0.06,0.9,1.26,0.03,0.088813512485432,3.262281740727996,3.74,472.2281
0.04,0.08,0.88,1.262,0.0324961536185438,0.0964190852476831,3.685651832865677,3.88,455.09457
0.04,0.1,0.86,1.264,0.0346987031457949,0.10311857252697,4.063228285151281,4.02,423.73495
0.04,0.12,0.84,1.266,0.0366606055596467,0.1090790539012875,4.403456080120489,4.16,390.0016
0.04,0.14,0.82,1.268,0.0384187454245971,0.1144160827855943,4.711881370352884,4.3,359.1815
0.04,0.16,0.8,1.27,0.04,0.1192134220631216,4.992414899155793,4.44,329.35184
0.04,0.18,0.78,1.272,0.0414246303544159,0.1235339629413708,5.2479515260683245,4.58,302.60446
0.04,0.2,0.76,1.274,0.0427083130081252,0.1274262139435994,5.480710335838562,4.720000000000001,275.39502
0.04,0.22,0.74,1.276,0.0438634243989226,0.1309283773671696,5.692437026156727,4.859999999999999,252.7951
0.04,0.24,0.72,1.278,0.0448998886412873,0.1340710259526642,5.884531860928256,5.0,232.57521
0.04,0.26,0.7,1.28,0.0458257569495584,0.1368789246012693,6.058134463443345,5.14,211.31886
0.04,0.28,0.68,1.282,0.0466476151587624,0.1393723071488736,6.214182148876677,5.28,191.16138
0.04,0.3,0.66,1.284,0.047370877129308,0.1415677929474072,6.3534512775921295,5.42,178.95645
0.04,0.32,0.64,1.286,0.048,0.1434790577052971,6.476587287656865,5.5600000000000005,169.22382
0.04,0.34,0.62,1.2880000000000005,0.0485386443980464,0.1451173318387572,6.584126925102747,5.7,157.69266
0.04,0.36,0.6,1.29,0.0489897948556636,0.1464917745131103,6.676514935825558,5.84,142.08994
0.04,0.38,0.58,1.292,0.0493558507170123,0.1476097557751518,6.754116717408096,5.98,126.31303
0.04,0.4,0.56,1.294,0.0496386945839634,0.1484770689365868,6.817227945177318,6.120000000000001,112.709785
0.04,0.42,0.54,1.2960000000000005,0.0498397431775084,0.1490980885189343,6.8660818707865285,6.260000000000001,102.565926
0.04,0.44,0.52,1.298,0.0499599839871872,0.1494758843425921,6.900854778687821,6.4,95.6759
0.04,0.46,0.5,1.3000000000000005,0.05,0.1496122989596777,6.921669937617403,6.540000000000001,91.6192
0.04,0.48,0.48,1.302,0.0499599839871872,0.1495079930973591,6.928600277070284,6.68,89.216545
0.04,0.5,0.46,1.3040000000000005,0.0498397431775084,0.1491624617656868,6.921669937617403,6.82,90.91281
0.04,0.52,0.44,1.306,0.0496386945839634,0.1485740219553875,6.900854778687821,6.960000000000001,91.69999
0.04,0.54,0.42,1.3080000000000005,0.0493558507170123,0.147739771219533,6.8660818707865285,7.1000000000000005,87.12608
0.04,0.56,0.4,1.31,0.0489897948556636,0.1466555147275409,6.817227945177318,7.240000000000001,90.88894
0.04,0.58,0.38,1.312,0.0485386443980464,0.1453156564173316,6.754116717408096,7.380000000000001,98.088844
0.04,0.6,0.36,1.314,0.048,0.1437130474243726,6.676514935825558,7.52,104.32383
0.04,0.62,0.34,1.3160000000000005,0.047370877129308,0.1418387817206562,6.584126925102747,7.66,112.177025
0.04,0.64,0.32,1.318,0.0466476151587624,0.1396819243853691,6.476587287656865,7.800000000000001,105.10615
0.04,0.66,0.3,1.3200000000000005,0.0458257569495584,0.1372291514219918,6.3534512775921295,7.940000000000001,88.96664
0.04,0.68,0.28,1.3220000000000005,0.0448998886412873,0.1344642703471817,6.214182148876677,8.080000000000002,66.604225
0.04,0.7,0.26,1.324,0.0438634243989226,0.1313675759082125,6.058134463443345,8.22,49.383083
0.04,0.72,0.24,1.326,0.0427083130081252,0.1279149717585865,5.884531860928256,8.36,41.387104
0.04,0.74,0.22,1.3279999999999998,0.0414246303544159,0.1240767504410072,5.692437026156727,8.5,43.88561
0.04,0.76,0.2,1.33,0.04,0.1198158587166155,5.480710335838562,8.639999999999999,47.589848
0.04,0.78,0.18,1.3320000000000003,0.0384187454245971,0.1150853596249322,5.2479515260683245,8.780000000000001,51.6762
0.04,0.8,0.16,1.334,0.0366606055596467,0.1098245874110164,4.992414899155793,8.92,53.12121
0.04,0.82,0.14,1.336,0.0346987031457949,0.1039530663328407,4.711881370352884,9.06,54.699795
0.04,0.84,0.12,1.338,0.0324961536185438,0.0973603615441109,4.403456080120489,9.2,55.19792
0.04,0.86,0.1,1.34,0.03,0.0898879302242519,4.063228285151281,9.34,55.584324
0.04,0.88,0.08,1.3420000000000003,0.0271293199325011,0.0812935421789455,3.685651832865677,9.48,56.192196
0.04,0.9,0.06,1.344,0.0237486841740758,0.0711719045691485,3.2622817407279965,9.62,53.227634
0.04,0.92,0.04,1.3460000000000003,0.0195959179422654,0.0587387436024979,2.7787146096180657,9.76,47.813953
0.04,0.94,0.02,1.348,0.014,0.0419885698732404,2.20452670978221,9.9,41.66068
0.04,0.96,0.0,1.35,0.0,0.0019595917942265,1.3962876442619143,10.04,29.12658
0.06,0.0,0.94,1.2559999999999998,0.0237486841740758,0.0688711841048198,1.8870079820700256,3.4799999999999995,533.84344
0.06,0.02,0.92,1.2580000000000002,0.027129319932501,0.0793627116472212,2.691708908272897,3.62,492.6587
0.06,0.04,0.9,1.26,0.03,0.0882136043929732,3.262281740727996,3.76,469.17667
0.06,0.06,0.88,1.262,0.0324961536185438,0.0958792991213431,3.742153456542354,3.9,448.32114
0.06,0.08,0.86,1.264,0.0346987031457949,0.1026257277684303,4.161744132368746,4.04,413.65738
0.06,0.1,0.84,1.266,0.0366606055596467,0.1086243066721255,4.53545325927004,4.18,379.54245
0.06,0.12,0.82,1.2679999999999998,0.0384187454245971,0.1139931576893981,4.871721632475676,4.32,351.1064
0.06,0.14,0.8,1.27,0.04,0.1188176754527708,5.17609091075337,4.460000000000001,326.30258
0.06,0.16,0.78,1.2720000000000002,0.041424630354416,0.1231618447409747,5.452467006427155,4.6,300.42807
0.06,0.18,0.76,1.274,0.0427083130081252,0.1270749385205437,5.703739576281678,4.74,275.04385
0.06,0.2,0.74,1.276,0.0438634243989226,0.1305957120276158,5.932122091384087,4.88,257.80975
0.06,0.22,0.72,1.278,0.0448998886412873,0.1337551494335825,6.139354180367012,5.0200000000000005,239.54787
0.06,0.24,0.7,1.28,0.0458257569495584,0.1365783291741408,6.326829532073333,5.159999999999999,220.05988
0.06,0.26,0.68,1.282,0.0466476151587624,0.1390857289587971,6.495680630859289,5.3,201.99738
0.06,0.28,0.66,1.2840000000000005,0.047370877129308,0.141294161238177,6.646837022711124,5.44,192.78737
0.06,0.3,0.64,1.286,0.048,0.1432174570364939,6.781066592100041,5.58,179.92075
0.06,0.32,0.62,1.288,0.0485386443980464,0.1448669734618625,6.899005506090419,5.720000000000001,164.30467
0.06,0.34,0.6,1.29,0.0489897948556636,0.1462519743456476,7.001180341922562,5.86,148.08319
0.06,0.36,0.58,1.2919999999999998,0.0493558507170123,0.1473799172207664,7.088024659102494,6.0,131.93561
0.06,0.38,0.56,1.294,0.0496386945839634,0.1482566693272177,7.159891510736166,6.140000000000001,116.62653
0.06,0.4,0.54,1.296,0.0498397431775084,0.1488866683084821,7.217062903980858,6.28,103.23488
0.06,0.42,0.52,1.298,0.0499599839871872,0.1492730384228845,7.259756902315227,6.42,93.80979
0.06,0.44,0.5,1.3,0.05,0.1494176696378309,7.288132847896039,6.5600000000000005,89.05991
0.06,0.46,0.48,1.302,0.0499599839871872,0.1493212643932537,7.302295032036175,6.700000000000001,87.754234
0.06,0.48,0.46,1.304,0.0498397431775084,0.1489833547749545,7.302295032036175,6.84,90.20731
0.06,0.5,0.44,1.306,0.0496386945839634,0.1484022910874356,7.28813284789604,6.98,87.1334
0.06,0.52,0.42,1.308,0.0493558507170123,0.1475752011687599,7.259756902315227,7.12,86.90974
0.06,0.54,0.4,1.31,0.0489897948556636,0.1464979180739438,7.217062903980858,7.260000000000001,93.27773
0.06,0.56,0.38,1.312,0.0485386443980464,0.1451648717837755,7.159891510736167,7.4,100.3142
0.06,0.58,0.36,1.314,0.048,0.1435689381447114,7.088024659102493,7.54,102.86288
0.06,0.6,0.34,1.316,0.047370877129308,0.1417012349981466,7.001180341922562,7.68,103.399956
0.06,0.62,0.32,1.318,0.0466476151587624,0.1395508509468859,6.899005506090419,7.82,90.17385
0.06,0.64,0.3,1.32,0.0458257569495584,0.1371044857034224,6.781066592100041,7.960000000000001,72.65303
0.06,0.66,0.28,1.322,0.0448998886412873,0.1343459712831016,6.646837022711125,8.100000000000001,51.665176
0.06,0.68,0.26,1.324,0.0438634243989226,0.1312556284507448,6.495680630859289,8.24,39.123066
0.06,0.7,0.24,1.326,0.0427083130081252,0.1278093893264496,6.326829532073332,8.38,36.77636
0.06,0.72,0.22,1.3279999999999998,0.0414246303544159,0.123977578618071,6.139354180367012,8.52,39.258125
0.06,0.74,0.2,1.33,0.04,0.1197231807128426,5.932122091384087,8.66,42.791874
0.06,0.76,0.18,1.332,0.0384187454245971,0.1149993043457219,5.703739576281677,8.8,47.345234
0.06,0.78,0.16,1.334,0.0366606055596467,0.1097453415867843,5.452467006427155,8.940000000000001,52.052773
0.06,0.8,0.14,1.336,0.0346987031457949,0.1038808933346262,5.176090910753372,9.08,55.855843
0.06,0.82,0.12,1.338,0.0324961536185438,0.0972956319677301,4.871721632475676,9.22,56.402874
0.06,0.84,0.1,1.34,0.03,0.0898311749895324,4.53545325927004,9.36,56.51298
0.06,0.86,0.08,1.342,0.027129319932501,0.0812455537244961,4.161744132368746,9.5,56.897755
0.06,0.88,0.06,1.344,0.0237486841740758,0.0711339581353378,3.7421534565423538,9.64,54.50481
0.06,0.9,0.04,1.346,0.0195959179422654,0.0587132012412881,3.2622817407279965,9.78,48.45023
0.06,0.92,0.02,1.348,0.014,0.0419814244636839,2.691708908272897,9.920000000000002,40.330254
0.06,0.94,0.0,1.35,2.220446049250313e-16,0.0023748684174075,1.8870079820700256,10.06,28.120325
0.08,0.0,0.92,1.2580000000000002,0.027129319932501,0.078675027804253,2.317688556884036,3.64,508.02863
0.08,0.02,0.9,1.26,0.03,0.0876091319441072,3.11877441570615,3.78,471.0178
0.08,0.04,0.88,1.262,0.0324961536185438,0.0953360372576917,3.685651832865677,3.92,447.07092
0.08,0.06,0.86,1.264,0.0346987031457949,0.1021301130910956,4.161744132368746,4.0600000000000005,409.7933
0.08,0.08,0.84,1.266,0.0366606055596467,0.1081672778616527,4.577467482810827,4.2,374.73038
0.08,0.1,0.82,1.268,0.0384187454245971,0.1135683054377407,4.94721718794855,4.34,348.5906
0.08,0.12,0.8,1.27,0.04,0.1184202685354157,5.279429549199486,4.48,325.7685
0.08,0.14,0.78,1.2720000000000002,0.041424630354416,0.1227882730556952,5.579641394348056,4.62,301.9108
0.08,0.16,0.76,1.274,0.0427083130081252,0.1267223737151414,5.851753432963831,4.76,280.644
0.08,0.18,0.74,1.276,0.0438634243989226,0.1302618900523095,6.098649708150525,4.9,264.87723
0.08,0.2,0.72,1.278,0.0448998886412873,0.1334382254078642,6.322537621917695,5.04,247.22174
0.08,0.22,0.7,1.28,0.0458257569495584,0.1362767771852562,6.525150227835412,5.18,228.64105
0.08,0.24,0.68,1.282,0.0466476151587624,0.1387982708826013,6.7078740758126,5.32,213.31311
0.08,0.26,0.66,1.2840000000000005,0.047370877129308,0.1410197149337637,6.87183388101706,5.46,202.2027
0.08,0.28,0.64,1.286,0.048,0.1429550978454422,7.017950713542359,5.6,187.17113
0.08,0.3,0.62,1.288,0.0485386443980464,0.1446159050727131,7.146983186856919,5.74,171.10669
0.08,0.32,0.6,1.29,0.0489897948556636,0.1460115063959,7.259557299233555,5.88,156.11322
0.08,0.34,0.58,1.292,0.0493558507170123,0.1471494478413017,7.35618844152282,6.02,140.18289
0.08,0.36,0.56,1.294,0.0496386945839634,0.1480356713768677,7.437297828753886,6.16,123.92187
0.08,0.38,0.54,1.296,0.0498397431775084,0.1486746784089341,7.503224845863031,6.3,110.529625
0.08,0.4,0.52,1.298,0.0499599839871872,0.1490696481514596,7.55423631183288,6.44,99.77728
0.08,0.42,0.5,1.3,0.05,0.1492225184079131,7.590533347846768,6.58,92.19347
0.08,0.44,0.48,1.302,0.0499599839871872,0.1491340336744097,7.612256318638135,6.720000000000001,90.582054
0.08,0.46,0.46,1.3040000000000005,0.0498397431775084,0.1488037633932689,7.619488163325391,6.86,89.59481
0.08,0.48,0.44,1.306,0.0496386945839634,0.1482300914119666,7.612256318638135,7.0,90.0745
0.08,0.5,0.42,1.308,0.0493558507170123,0.1474101760395121,7.590533347846768,7.14,91.09391
0.08,0.52,0.4,1.31,0.0489897948556636,0.1463398783653997,7.55423631183288,7.28,95.9311
0.08,0.54,0.38,1.312,0.0485386443980464,0.1450136545294958,7.503224845863031,7.42,101.885704
0.08,0.56,0.36,1.314,0.048,0.1434244051756882,7.437297828753886,7.56,100.0439
0.08,0.58,0.34,1.316,0.047370877129308,0.1415632720729497,7.35618844152282,7.699999999999999,97.91206
0.08,0.6,0.32,1.318,0.0466476151587624,0.1394193673777068,7.259557299233555,7.84,84.39582
0.08,0.62,0.3,1.32,0.0458257569495584,0.1369794145118162,7.146983186856919,7.98,67.51623
0.08,0.64,0.28,1.322,0.0448998886412873,0.1342272699565926,7.017950713542358,8.120000000000001,47.034634
0.08,0.66,0.26,1.324,0.0438634243989226,0.1311432804225972,6.871833881017059,8.26,35.094868
0.08,0.68,0.24,1.3260000000000003,0.0427083130081252,0.1277034063758676,6.7078740758126,8.4,32.037197
0.08,0.7,0.22,1.3279999999999998,0.0414246303544159,0.1238780045044316,6.525150227835412,8.54,38.923523
0.08,0.72,0.2,1.33,0.04,0.1196300965476496,6.322537621917696,8.68,41.86907
0.08,0.74,0.18,1.332,0.0384187454245971,0.1149128365327389,6.098649708150525,8.82,45.25287
0.08,0.76,0.16,1.334,0.0366606055596467,0.1096656737543703,5.85175343296383,8.96,49.61568
0.08,0.78,0.14,1.3360000000000003,0.0346987031457949,0.103808284833148,5.579641394348056,9.1,53.892254
0.08,0.8,0.12,1.338,0.0324961536185438,0.0972304479059928,5.279429549199485,9.24,58.28584
0.08,0.82,0.1,1.34,0.03,0.0897739383117394,4.94721718794855,9.38,57.98563
0.08,0.84,0.08,1.3420000000000003,0.0271293199325011,0.0811970442811805,4.577467482810827,9.52,57.264435
0.08,0.86,0.06,1.344,0.0237486841740758,0.0710954288263316,4.161744132368746,9.66,56.401897
0.08,0.88,0.04,1.3460000000000003,0.0195959179422654,0.0586869661850056,3.685651832865677,9.8,49.832703
0.08,0.9,0.02,1.348,0.014,0.0419733248623455,3.1187744157061505,9.94,41.771694
0.08,0.92,0.0,1.3500000000000003,2.220446049250313e-16,0.0027129319932501,2.317688556884036,10.080000000000002,28.53009
0.1,0.0,0.9,1.26,0.03,0.0869999999999999,2.7027398407765,3.8,490.75406
0.1,0.02,0.88,1.262,0.0324961536185438,0.0947892398956758,3.500130284303043,3.94,451.97452
0.1,0.04,0.86,1.264,0.0346987031457949,0.1016316879718131,4.063228285151281,4.08,411.43744
0.1,0.06,0.84,1.266,0.0366606055596467,0.1077079384260973,4.53545325927004,4.220000000000001,372.1984
0.1,0.08,0.82,1.268,0.0384187454245971,0.1131415043209165,4.94721718794855,4.36,346.1344
0.1,0.1,0.8,1.27,0.04,0.1180211845390478,5.312910881131571,4.5,324.96866
0.1,0.12,0.78,1.2720000000000002,0.0414246303544159,0.1224132345786189,5.640965809253383,4.64,302.0276
0.1,0.14,0.76,1.274,0.0427083130081252,0.1263685087353648,5.936913597343944,4.78,283.3539
0.1,0.16,0.74,1.276,0.0438634243989226,0.1299269025259972,6.20464934129189,4.92,268.81894
0.1,0.18,0.72,1.278,0.0448998886412873,0.1331202463940026,6.447051015143345,5.0600000000000005,252.91925
0.1,0.2,0.7,1.28,0.0458257569495584,0.1359742622704752,6.666319445845307,5.199999999999999,237.51399
0.1,0.22,0.68,1.282,0.0466476151587624,0.1385099274420428,6.86418054803389,5.34,222.9035
0.1,0.24,0.66,1.284,0.047370877129308,0.1407444492688787,7.042013102429582,5.48,210.51349
0.1,0.26,0.64,1.286,0.048,0.142691975948194,7.2009333483075055,5.62,195.91771
0.1,0.28,0.62,1.2880000000000005,0.0485386443980464,0.1443641229668922,7.341853084758449,5.76,182.682
0.1,0.3,0.6,1.29,0.0489897948556636,0.145770367359076,7.465520756459266,5.9,168.3187
0.1,0.32,0.58,1.292,0.0493558507170123,0.1469183446680501,7.572551175293026,6.040000000000001,149.63284
0.1,0.34,0.56,1.294,0.0496386945839634,0.1478140724017844,7.663447387633424,6.18,133.45847
0.1,0.36,0.54,1.296,0.0498397431775084,0.1484621163799033,7.738616940339963,6.319999999999999,121.00741
0.1,0.38,0.52,1.298,0.0499599839871872,0.1488657112971283,7.798384030174264,6.460000000000001,111.77074
0.1,0.4,0.5,1.3,0.05,0.1490268432196024,7.842998533823633,6.6,98.354485
0.1,0.42,0.48,1.302,0.0499599839871872,0.1489462990476768,7.872642595048076,6.74,94.96192
